[format] $ npm run format

> evolution-hub@0.0.1 format
src/pages/tools/video-enhancer/app.astro 4ms (unchanged)
src/pages/tools/voice-visualizer/app.astro 4ms (unchanged)
src/pages/tools/webscraper/app.astro 5ms (unchanged)
src/pages/verify-email.astro 20ms (unchanged)
src/pages/welcome-profile.astro 10ms (unchanged)
src/pages/welcome.astro 8ms (unchanged)
src/scripts/blog-post-enhancements.ts 2ms (unchanged)
src/scripts/landing-bg.ts 13ms (unchanged)
src/scripts/neural-mesh.ts 10ms (unchanged)
src/scripts/orchestrate-entrance.ts 5ms (unchanged)
src/scripts/settings.ts 8ms (unchanged)
src/server/actions.ts 2ms (unchanged)
src/server/utils/hashing.ts 1ms (unchanged)
src/server/utils/jwt.ts 2ms (unchanged)
src/server/utils/log-transports.ts 7ms (unchanged)
src/server/utils/logger-factory.ts 11ms (unchanged)
src/server/utils/logger.ts 5ms (unchanged)
src/setupTests.ts 5ms (unchanged)
src/stores/activityStore.ts 2ms (unchanged)
src/stores/comment-store.ts 15ms (unchanged)
src/stores/index.ts 1ms (unchanged)
src/stores/notificationStore.ts 2ms (unchanged)
src/stores/projectStore.ts 4ms (unchanged)
src/stores/quickActionStore.ts 4ms (unchanged)
src/types/astro-fonts-internal.d.ts 1ms (unchanged)
src/types/blog.ts 1ms (unchanged)
src/types/dashboard.ts 2ms (unchanged)
src/types/jsdom.d.ts 0ms (unchanged)
src/types/logger.ts 3ms (unchanged)
src/types/stubs/rate-limiter.d.ts 1ms (unchanged)
src/types/ts-src-shims.d.ts 6ms (unchanged)
src/types/webscraper.ts 1ms (unchanged)
src/types/ws.d.ts 1ms (unchanged)
src/utils/feature-flags.ts 3ms (unchanged)
src/utils/i18n.ts 11ms (unchanged)
src/utils/sanitizeReturnTo.test.ts 2ms (unchanged)
src/utils/sanitizeReturnTo.ts 2ms (unchanged)
tests/e2e/specs/blog-i18n-seo.spec.ts 3ms (unchanged)
tests/e2e/specs/rate-limit-persistence.spec.ts 1ms (unchanged)
tests/e2e/specs/referral/referral-reward.spec.ts 6ms (unchanged)
tests/integration/ai-image-enhancer.test.ts 17ms (unchanged)
tests/integration/api/__fixtures__/comments-performance.ts 6ms (unchanged)
tests/integration/api/admin-audit-logs.test.ts 3ms (unchanged)
tests/integration/api/admin-auth-checks.test.ts 1ms (unchanged)
tests/integration/api/admin-backup.test.ts 2ms (unchanged)
tests/integration/api/admin-comments.test.ts 2ms (unchanged)
tests/integration/api/admin-credits-deduct.test.ts 2ms (unchanged)
tests/integration/api/admin-credits.test.ts 3ms (unchanged)
tests/integration/api/admin-rate-limits.test.ts 2ms (unchanged)
tests/integration/api/admin-referrals-list.test.ts 3ms (unchanged)
tests/integration/api/admin-sessions.test.ts 2ms (unchanged)
tests/integration/api/admin-users-credits.test.ts 4ms (unchanged)
tests/integration/api/admin-users-lifecycle.test.ts 3ms (unchanged)
tests/integration/api/admin-users-set-plan-happy.test.ts 3ms (unchanged)
tests/integration/api/admin-users-set-plan.test.ts 3ms (unchanged)
tests/integration/api/ai-video/generate.test.ts 5ms (unchanged)
tests/integration/api/ai-video/usage.test.ts 4ms (unchanged)
tests/integration/api/comments-performance.test.ts 4ms (unchanged)
tests/integration/api/comments-routes.test.ts 3ms (unchanged)
tests/integration/api/debug-logs-stream.test.ts 2ms (unchanged)
tests/integration/api/mcp-ping.test.ts 2ms (unchanged)
tests/integration/api/prompt/usage.test.ts 2ms (unchanged)
tests/integration/api/r2-ai-proxy.test.ts 2ms (unchanged)
tests/integration/api/referrals/referral-rewards-webhook.test.ts 4ms (unchanged)
tests/integration/api/voice/transcribe-and-poll.test.ts 3ms (unchanged)
tests/integration/api/voice/transcribe.test.ts 2ms (unchanged)
tests/integration/api/voice/usage.test.ts 2ms (unchanged)
tests/integration/api/web-eval-complete.test.ts 4ms
tests/integration/api/web-eval-next.test.ts 5ms (unchanged)
tests/integration/api/web-eval-run.test.ts 6ms (unchanged)
tests/integration/api/webscraper.test.ts 3ms (unchanged)
tests/integration/auth.test.ts 8ms (unchanged)
tests/integration/billing-api.test.ts 12ms (unchanged)
tests/integration/blog.test.ts 4ms (unchanged)
tests/integration/comments-api.test.ts 4ms (unchanged)
tests/integration/comments.test.ts 14ms (unchanged)
tests/integration/csp-report.test.ts 3ms (unchanged)
tests/integration/dashboard-api.test.ts 18ms (unchanged)
tests/integration/kv-usage.test.ts 2ms (unchanged)
tests/integration/lead-magnet-api.test.ts 14ms (unchanged)
tests/integration/magic-link-happy.test.ts 3ms (unchanged)
tests/integration/magic-link.test.ts 4ms (unchanged)
tests/integration/newsletter-api.test.ts 11ms (unchanged)
tests/integration/projects-api.test.ts 19ms (unchanged)
tests/integration/prompt-enhance-api.test.ts 7ms (unchanged)
tests/integration/prompt-enhance-multipart.test.ts 4ms (unchanged)
tests/integration/routing/blog-i18n-seo-integration.test.ts 3ms (unchanged)
tests/integration/routing/blog-routes.test.ts 2ms (unchanged)
tests/integration/routing/headers.test.ts 2ms (unchanged)
tests/integration/routing/lang-alias.test.ts 1ms (unchanged)
tests/integration/routing/locale-routing.test.ts 3ms (unchanged)
tests/integration/routing/seo-hreflang.test.ts 1ms (unchanged)
tests/integration/routing/voice-visualizer-permissions.test.ts 2ms (unchanged)
tests/integration/setup/global-setup.ts 9ms (unchanged)
tests/integration/setup/referral-fixtures.ts 2ms (unchanged)
tests/integration/user-avatar-api.test.ts 10ms (unchanged)
tests/integration/verify-email.test.ts 3ms (unchanged)
tests/mocks/astro-content.ts 1ms (unchanged)
tests/performance/rate-limiting-perf.test.ts 12ms (unchanged)
tests/performance/run-load-tests.ts 9ms (unchanged)
tests/shared/auth.ts 3ms (unchanged)
tests/shared/http.ts 3ms (unchanged)
tests/src/helpers/rateLimiter.ts 1ms (unchanged)
tests/src/legacy/config/test-config.ts 4ms (unchanged)
tests/src/legacy/utils/database-helpers.ts 7ms (unchanged)
tests/src/legacy/utils/logger.ts 14ms (unchanged)
tests/src/legacy/utils/server-helpers.ts 18ms (unchanged)
tests/src/lib/auth-v2.test.ts 5ms (unchanged)
tests/src/pages/api/ai-video/generate.test.ts 5ms (unchanged)
tests/src/pages/api/auth/login-405.test.ts 2ms (unchanged)
tests/src/pages/api/auth/login-logger.test.ts 15ms (unchanged)
tests/src/pages/api/auth/login-service.test.ts 8ms (unchanged)
tests/src/pages/api/auth/login.test.ts 13ms (unchanged)
tests/src/pages/api/dashboard/activity._test.ts 7ms (unchanged)
tests/src/pages/api/dashboard/perform-action._test.ts 10ms (unchanged)
tests/src/pages/api/dashboard/projects._test.ts 12ms (unchanged)
tests/src/pages/api/projects/index._test.ts 9ms (unchanged)
tests/src/pages/api/tools._test.ts 5ms (unchanged)
tests/src/pages/api/user/me.test.ts 6ms (unchanged)
tests/src/scripts/blog-post-enhancements.test.ts 2ms (unchanged)
tests/src/server/utils/hashing.test.ts 2ms (unchanged)
tests/src/server/utils/jwt.test.ts 3ms (unchanged)
tests/types/upstash-kv.d.ts 1ms (unchanged)
tests/unit/account/delete-account-section.test.tsx 4ms (unchanged)
tests/unit/ai-image-provider-mapping.test.ts 3ms (unchanged)
tests/unit/ai-image/aiimage-retry.test.ts 6ms (unchanged)
tests/unit/ai-jobs-provider-mapping.test.ts 6ms (unchanged)
tests/unit/api/account-delete.test.ts 6ms (unchanged)
tests/unit/api/comments-performance.test.ts 9ms (unchanged)
tests/unit/blog-sorting.spec.ts 3ms (unchanged)
tests/unit/comment-components.test.tsx 12ms (unchanged)
tests/unit/comment-service-simple.test.ts 5ms (unchanged)
tests/unit/comment-service.test.ts 20ms (unchanged)
tests/unit/components/BlogCTA.test.ts 1ms (unchanged)
tests/unit/components/BlogPost.test.ts 1ms (unchanged)
tests/unit/components/imag-enhancer/CreditsPanel.test.tsx 3ms (unchanged)
tests/unit/components/imag-enhancer/ModelControls.test.tsx 3ms (unchanged)
tests/unit/components/imag-enhancer/UploadSection.test.tsx 2ms (unchanged)
tests/unit/dashboard/billing-card.test.tsx 4ms (unchanged)
tests/unit/dashboard/projectStore.test.ts 3ms (unchanged)
tests/unit/dashboard/quickActionStore.test.ts 3ms (unchanged)
tests/unit/hooks/imag-enhancer/useClipboardImagePaste.test.ts 1ms (unchanged)
tests/unit/hooks/imag-enhancer/useCompareInteractions.test.tsx 8ms (unchanged)
tests/unit/hooks/imag-enhancer/useGlobalShortcuts.test.ts 4ms (unchanged)
tests/unit/hooks/imag-enhancer/usePlanGating.test.ts 4ms (unchanged)
tests/unit/hooks/imag-enhancer/useViewportUiMetrics.test.ts 2ms (unchanged)
tests/unit/i18n.test.ts 2ms (unchanged)
tests/unit/imag-enhancer/help-modal-focus.test.tsx 3ms (unchanged)
tests/unit/imag-enhancer/keyboard-shortcuts.test.tsx 4ms (unchanged)
tests/unit/lib/ai-image-service.test.ts 3ms (unchanged)
tests/unit/lib/aos.test.ts 7ms (unchanged)
tests/unit/lib/blog-service.test.ts 6ms (unchanged)
tests/unit/lib/rate-limiter-kv.test.ts 5ms (unchanged)
tests/unit/lib/rate-limiter.test.ts 4ms (unchanged)
tests/unit/pages/api/user/profile.test.ts 8ms (unchanged)
tests/unit/referral-reward-service.test.ts 9ms (unchanged)
tests/unit/security/deprecated-logging.test.ts 6ms (unchanged)
tests/unit/services/provider-error-mapping.test.ts 1ms (unchanged)
tests/unit/services/webscraper-service.test.ts 7ms (unchanged)
tests/unit/spam-detection.test.ts 3ms (unchanged)
tests/unit/telemetry/telemetry-client.test.ts 2ms (unchanged)
tests/unit/testimonials-loader.test.ts 4ms (unchanged)
tests/unit/utils/database-helpers.test.ts 11ms (unchanged)
tests/unit/utils/locale-path.test.ts 2ms (unchanged)
tests/unit/utils/logger-transport.smoke.test.ts 4ms (unchanged)
tests/unit/utils/logger.test.ts 22ms (unchanged)
tests/unit/utils/mime.test.ts 2ms (unchanged)
tests/unit/utils/server-helpers.test.ts 25ms (unchanged)
tests/unit/validation/billing-schema.test.ts 2ms (unchanged)
tests/unit/validation/dashboard-schema.test.ts 1ms (unchanged)
tests/unit/validation/errors.test.ts 3ms (unchanged)
tests/unit/validation/newsletter-schema.test.ts 2ms (unchanged)
tests/unit/validation/newsletter-unsubscribe-schema.test.ts 1ms (unchanged)
tests/unit/validation/prompt-schema.test.ts 2ms (unchanged)
tests/unit/validation/templates-schema.test.ts 1ms (unchanged)
tests/unit/validation/users-sync-schema.test.ts 2ms (unchanged)
tests/unit/validation/webscraper-schema.test.ts 2ms (unchanged)
tests/unit/voice-stream-aggregator.test.ts 4ms (unchanged)
tests/utils/kv-mock.ts 8ms (unchanged)
scripts/ae-run.mjs 4ms (unchanged)
scripts/align-de-to-en.mjs 3ms (unchanged)
scripts/blog-images-audit.ts 4ms (unchanged)
scripts/blog-images-generate.ts 4ms (unchanged)
scripts/check-readme-structure.mjs 4ms (unchanged)
scripts/check-wrangler-secrets.ts 6ms (unchanged)
scripts/coming-soon-client.ts 3ms (unchanged)
scripts/deploy.ts 3ms (unchanged)
scripts/dev-menu.ts 57ms (unchanged)
scripts/dev/capture-readme-screenshots.mjs 3ms (unchanged)
scripts/dev/clean-contentful-slug-drafts.ts 4ms (unchanged)
scripts/dev/docs-linkgraph.mjs 7ms (unchanged)
scripts/dev/fix-contentful-slug.ts 3ms (unchanged)
scripts/dev/gen-cascade-rules-coverage.mjs 4ms (unchanged)
scripts/dev/gen-memory-index.mjs 5ms (unchanged)
scripts/dev/generate-contentful-migration.ts 5ms (unchanged)
scripts/dev/memory-audit.mjs 7ms (unchanged)
scripts/dev/patch-windsurf-rules.mjs 2ms (unchanged)
scripts/dev/publish-contentful-assets.ts 4ms (unchanged)
scripts/dev/publish-contentful-blog-posts.ts 4ms (unchanged)
scripts/dev/sync-windsurf-rules.mjs 2ms (unchanged)
scripts/dev/test-contentful-fetch.ts 2ms (unchanged)
scripts/dev/update-windsurf-rules.mjs 4ms (unchanged)
scripts/dev/upload-contentful-assets.ts 4ms (unchanged)
scripts/dev/verify-enhancer-download.mjs 5ms (unchanged)
scripts/doc-drift.mjs 2ms (unchanged)
scripts/doc-inventory.mjs 7ms (unchanged)
scripts/doc-links.mjs 4ms (unchanged)
scripts/docs-auto-fix.ts 8ms (unchanged)
scripts/docs-disable-md051.ts 3ms (unchanged)
scripts/docs-fix-anchors.ts 13ms (unchanged)
scripts/docs-fix-heading-levels.ts 3ms (unchanged)
scripts/docs-harmonize-anchors.ts 11ms (unchanged)
scripts/docs-link-audit.mjs 3ms (unchanged)
scripts/emoji-to-icon-codemod.mjs 14ms (unchanged)
scripts/fix-blog-images.ts 10ms (unchanged)
scripts/fix-de-faq-structure.mjs 7ms (unchanged)
scripts/gen-env-doc.mjs 3ms (unchanged)
scripts/gen-openapi.mjs 11ms (unchanged)
scripts/generate-test-fixtures.ts 2ms (unchanged)
scripts/generate-wordmark-outlined.ts 6ms (unchanged)
scripts/health-check.ts 8ms (unchanged)
scripts/hygiene-copy.mjs 2ms (unchanged)
scripts/hygiene-to-assistant.mjs 5ms (unchanged)
scripts/i18n-copy-de-to-en.mjs 3ms (unchanged)
scripts/i18n-diff.mjs 4ms (unchanged)
scripts/i18n-diff.ts 5ms (unchanged)
scripts/i18n-empty-report.mjs 2ms (unchanged)
scripts/i18n-fill-missing.mjs 3ms (unchanged)
scripts/i18n-identical.mjs 5ms (unchanged)
scripts/i18n-migrate-paths.mjs 5ms (unchanged)
scripts/i18n-prune-unused.mjs 4ms (unchanged)
scripts/i18n-validate.mjs 4ms (unchanged)
scripts/mcp/cloudflare-mcp.mjs 4ms
scripts/mcp/gsc-extended.mjs 11ms
scripts/migrate-imports.js 9ms (unchanged)
scripts/migrate-imports.mjs 7ms (unchanged)
scripts/migrate-imports.ts 11ms (unchanged)
scripts/onboarding.ts 23ms (unchanged)
scripts/quality-check.js 9ms (unchanged)
scripts/remark/remark-demote-h1.ts 3ms (unchanged)
scripts/resend-check.mjs 11ms (unchanged)
scripts/run-hygiene.mjs 5ms (unchanged)
scripts/sanitize-locale.mjs 3ms (unchanged)
scripts/security/scan-secrets.mjs 5ms (unchanged)
scripts/setup-contentful-blog.mjs 4ms (unchanged)
scripts/setup-local-dev.js 26ms (unchanged)
scripts/setup-local-dev.ts 25ms (unchanged)
scripts/smoke-inject-enhancer.mjs 4ms (unchanged)
scripts/validate-env.ts 3ms (unchanged)
scripts/validate-frontmatter.mjs 5ms (unchanged)
scripts/warmup.ts 8ms (unchanged)
scripts/web-eval-executor/executor.ts 6ms (unchanged)
scripts/web-eval-executor/menu.ts 21ms (unchanged)
scripts/web-eval-executor/runner.ts 9ms (unchanged)
scripts/web-eval-executor/types.ts 1ms (unchanged)
scripts/zod-openapi-diff.ts 9ms (unchanged)
scripts/zod-openapi-pilot.ts 3ms (unchanged)
.lintstagedrc.json 1ms (unchanged)
.markdownlint.json 1ms (unchanged)
.prettierrc.json 1ms (unchanged)
AGENTS.md 25ms (unchanged)
api-extractor.json 1ms (unchanged)
blog-post-content-type.json 1ms (unchanged)
cache-rules-ci.json 1ms (unchanged)
cache-rules-create.json 1ms (unchanged)
cache-rules-rules.json 1ms (unchanged)
cf-create-ruleset.json 1ms (unchanged)
CHANGELOG.md 10ms (unchanged)
CLAUDE.md 0ms (unchanged)
CODE_OF_CONDUCT.md 1ms (unchanged)
combined-rules.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-09-01.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-11-11.json 1ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-16-05.json 0ms (unchanged)
contentful-import-error-log-tmtc6fophkx8-2025-11-08T05-21-42.json 2ms (unchanged)
CONTRIBUTING.md 10ms (unchanged)
developer.mozilla.org--mdn-web-docs--20251025-090628_scrapedwithhub-evolutioncom.json 3ms (unchanged)
existing-rules.json 1ms (unchanged)
package.json 1ms (unchanged)
README.md 15ms (unchanged)
renovate.json 1ms (unchanged)
ruleset-current-staging.json 1ms (unchanged)
rulesets-list.json 1ms (unchanged)
rulesets-staging-list.json 1ms (unchanged)
staging-rules.json 0ms (unchanged)
tsconfig.ai.json 1ms (unchanged)
tsconfig.astro-check.json 1ms (unchanged)
tsconfig.astro-check.ui.json 1ms (unchanged)
tsconfig.astro.json 1ms (unchanged)
tsconfig.build.json 1ms (unchanged)
tsconfig.json 1ms (unchanged)
tsconfig.src.json 1ms (unchanged)
tsconfig.types.json 1ms (unchanged)
tsdoc.json 1ms (unchanged)
update-payload.json 1ms (unchanged)
update-staging.json 2ms (unchanged)
